0	240
7.69806	1562
15.39612	3336
23.09418	4173
30.79224	4455
38.4903	4966
46.18836	5331
53.88642	5439
61.58448	5599
69.28255	5751
76.9806	5790
84.67866	5815
92.37672	5844
100.07478	5824
107.77284	5778
115.470894	5714
123.16896	5623
130.86702	5510
138.5651	5400
146.26314	5307
153.9612	5226
161.65927	5137
169.35732	5049
177.05537	4978
184.75343	4912
192.4515	4840
200.14957	4777
207.84761	4710
215.54568	4627
223.24374	4556
230.94179	4502
238.63986	4441
246.33792	4369
254.03598	4301
261.73404	4237
269.4321	4176
277.1302	4112
284.82822	4038
292.52628	3977
300.22437	3920
307.9224	3864
315.62045	3808
323.31854	3736
331.01657	3660
338.71463	3599
346.4127	3547
354.11075	3496
361.80884	3442
369.50687	3390
377.20493	3334
384.903	3273
392.60104	3226
400.29913	3172
407.9972	3101
415.69522	3035
423.3933	2993
431.09137	2944
438.7894	2882
446.4875	2836
454.18555	2794
461.88358	2728
469.58167	2647
477.27972	2610
484.97778	2713
492.67584	3035
500.3739	3253
508.07196	2721
515.77	1837
523.4681	1781
531.16614	2210
538.8642	2225
546.56226	2144
554.2604	2232
561.98346	2205
569.6812	2117
577.37897	2117
585.07666	2102
592.77435	2038
600.47205	2007
608.1698	1992
615.8675	1960
623.5652	1923
631.26294	1901
638.96063	1891
646.6584	1884
654.356	1872
662.0538	1857
669.75146	1845
677.4492	1825
685.14685	1796
692.8446	1759
700.54236	1712
708.24005	1643
715.93774	1558
723.63544	1472
731.3332	1391
739.0309	1324
746.7286	1275
754.42633	1231
762.124	1192
769.8218	1160
777.5194	1128
785.21716	1104
792.91486	1084
800.6126	1064
808.31024	1040
816.008	1015
823.70575	993
831.40344	974
839.10114	952
846.7988	925
854.4966	895
862.1943	871
869.89197	858
877.5897	846
885.2874	826
892.98517	797
900.6828	775
908.38055	755
916.07825	728
923.776	701
931.4737	679
939.1714	655
946.86914	635
954.56683	623
962.2645	608
969.9622	596
977.66	583
985.35767	566
993.05536	549
1000.7531	532
1008.4508	500
1016.14856	466
1023.8462	444
1031.544	429
1039.2417	404
1046.9393	387
1054.6371	385
1062.3348	370
1070.0325	321
1077.7302	279
1085.428	304
1093.1256	493
1100.8232	863
1108.5211	912
1116.2188	174
1123.9165	-468
1131.6143	-201
1139.312	152
1147.0096	88
1154.7073	115
1162.4052	223
1170.1028	171
1177.8004	134
1185.4983	174
1193.1959	171
1200.8937	137
1208.5913	134
1216.2891	134
1223.9868	125
1231.6844	120
1239.3823	127
1247.08	132
1254.7776	137
1262.4753	149
1270.1731	166
1277.8707	174
1285.5685	169
1293.2662	159
1300.9639	137
1308.6616	100
1316.3593	51
1324.0571	-7
1331.7548	-68
1339.4524	-137
1347.1503	-184
1354.8479	-203
1362.5457	-225
1370.2433	-250
1377.941	-264
1385.6388	-272
1393.3364	-282
1401.034	-291
1408.7319	-296
1416.4296	-296
1424.1272	-301
1431.8251	-311
1439.5227	-316
1447.2205	-326
1454.9181	-336
1462.6158	-338
1470.3136	-343
1478.0112	-350
1485.7091	-358
1493.4067	-365
1501.1044	-370
1508.8021	-375
1516.4999	-385
1524.1975	-395
1531.8953	-407
1539.593	-424
1547.2906	-424
1554.9884	-417
1562.686	-417
1570.3839	-422
1578.0815	-419
1585.7792	-417
1593.477	-426
1601.1747	-436
1608.8724	-439
1616.5701	-456
1624.2678	-476
1631.9656	-483
1639.6632	-485
1647.3608	-493
1655.0587	-493
1662.7563	-495
1670.454	-507
1678.1519	-527
1685.8245	-547
1693.5226	-527
1701.2206	-341
1708.9187	29
1716.6167	63
1724.3147	-652
1732.0128	-1209
1739.7109	-902
1747.409	-579
1755.107	-633
1762.8052	-576
1770.5032	-473
1778.2012	-517
1785.8993	-534
1793.5973	-495
1801.2954	-500
1808.9934	-512
1816.6914	-498
1824.3896	-483
1832.0876	-478
1839.7858	-473
1847.4838	-461
1855.1819	-444
1862.8799	-424
1870.5779	-402
1878.276	-380
1885.974	-363
1893.6721	-353
1901.3701	-358
1909.0682	-370
1916.7664	-397
1924.4644	-444
1932.1625	-490
1939.8605	-532
1947.5585	-576
1955.2566	-613
1962.9546	-635
1970.6527	-650
1978.3507	-655
1986.0488	-655
1993.747	-655
2001.445	-652
2009.1431	-657
2016.8411	-657
2024.5392	-647
2032.2372	-640
2039.9352	-640
2047.6333	-637
2055.3313	-633
2063.0293	-628
2070.7275	-628
2078.4255	-628
2086.1235	-620
2093.8218	-613
2101.5198	-618
2109.2178	-623
2116.9158	-618
2124.6138	-615
2132.312	-618
2140.01	-620
2147.7083	-625
2155.406	-625
2163.1042	-618
2170.8022	-603
2178.5002	-588
2186.1982	-583
2193.8965	-588
2201.5947	-593
2209.2925	-586
2216.9907	-588
2224.6887	-606
2232.3867	-618
2240.0847	-608
2247.803	-598
2255.5007	-606
2263.1985	-610
2270.8965	-610
2278.594	-620
2286.292	-650
2293.9897	-652
